rank,_input,prodLink,name,asin,salesprice
75,Dyson Vaccumm Cleaners,https://www.amazon.com/opove-Cordless-Tangle-Free-Aesthetic-Coinit/dp/B08H4RRVN9/ref=sr_1_52?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-52,,B08H4RRVN9,$249.99
76,Dyson Vaccumm Cleaners,https://www.amazon.com/Dyson-Cinetic-Animal-Canister-Vacuum/dp/B01IBRFB6Q/ref=sr_1_53?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-53,,B01IBRFB6Q,
77,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0036563W5DCJMH9AS48&url=%2FBISSELL-Cleanview-Bagless-Cleaner-2486%2Fdp%2FB07L69RL4B%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762651%26sr%3D8-54-spons%26psc%3D1&qualifier=1614762651&id=970832293276068&widgetName=sp_mtf,,B07L69RL4B,$74.99
78,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A036676287LAQ0QISJHJ&url=%2FORFELD-Cordless-Cleaner-Ultra-Lightweight-Handheld%2Fdp%2FB08DFJ122K%2Fref%3Dsr_1_55_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762651%26sr%3D8-55-spons%26psc%3D1&qualifier=1614762651&id=970832293276068&widgetName=sp_mtf,,B08DFJ122K,$125.99
79,Dyson Vaccumm Cleaners,https://www.amazon.com/BISSELL-Cleanview-Upright-Bagless-Cleaner/dp/B07F6MXJ9X/ref=sr_1_56?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-56,,B07F6MXJ9X,$129.99
80,Dyson Vaccumm Cleaners,https://www.amazon.com/ORFELD-Cordless-Cleaner-Ultra-Lightweight-Handheld/dp/B08DFJ122K/ref=sr_1_57?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-57,,B08DFJ122K,$125.99
81,Dyson Vaccumm Cleaners,https://www.amazon.com/BISSELL-2998-MultiClean-Allergen-Lift-Off/dp/B08F5HPVQ6/ref=sr_1_58?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-58,,B08F5HPVQ6,$169.99
82,Dyson Vaccumm Cleaners,https://www.amazon.com/Dyson-Cinetic-Bagless-Upright-Sprayed/dp/B07Z6P5T8D/ref=sr_1_59?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-59,,B07Z6P5T8D,$569.98
83,Dyson Vaccumm Cleaners,https://www.amazon.com/Dyson-Cinetic-Animal-Canister-Vacuum/dp/B00S4TS80S/ref=sr_1_60?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-60,,B00S4TS80S,
84,Dyson Vaccumm Cleaners,https://www.amazon.com/ORFELD-Cordless-Cleaner-Brushless-Detachable/dp/B08DG6FL2Q/ref=sr_1_61?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-61,,B08DG6FL2Q,$119.99
85,Dyson Vaccumm Cleaners,https://www.amazon.com/Dyson-Absolute-Cordless-Handheld-268893-01/dp/B08MMRBGMV/ref=sr_1_62?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-62,,B08MMRBGMV,$599.99
86,Dyson Vaccumm Cleaners,https://www.amazon.com/Robotic-Navigation-Childlock-Multi-Level-Connected/dp/B08P397K57/ref=sr_1_63?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762651&sr=8-63,,B08P397K57,$299.99
87,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A0569733IBUAVU60UHTE&url=%2FCordless-Powerful-Cleaning-Lightweight-Rechargeable%2Fdp%2FB081LQTGCR%2Fref%3Dsr_1_64_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762651%26sr%3D8-64-spons%26psc%3D1&qualifier=1614762651&id=970832293276068&widgetName=sp_btf,,B081LQTGCR,$89.99
88,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A02919502OG6Z2W7QII1I&url=%2FEureka-NEU188A-PowerSpeed-Spotlight-Lightweight%2Fdp%2FB07B4L1LHB%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762651%26sr%3D8-65-spons%26psc%3D1&qualifier=1614762651&id=970832293276068&widgetName=sp_btf,,B07B4L1LHB,$94.99
89,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A099619737RX5S0JQWHXR&url=%2FAPOSEN-Cordless-Filtration-Lightweight-Multi-Attachments%2Fdp%2FB08R8LQ72K%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762657%26sr%3D8-65-spons%26psc%3D1&qualifier=1614762657&id=3640496612536035&widgetName=sp_atf_next,,B08R8LQ72K,$78.99
90,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A07264201FXM88BOX5RP3&url=%2FCordless-PUPPYOO-Lightweight-Powerful-Handheld%2Fdp%2FB08QVDP6D9%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762657%26sr%3D8-66-spons%26psc%3D1&qualifier=1614762657&id=3640496612536035&widgetName=sp_atf_next,,B08QVDP6D9,$399.99
91,Dyson Vaccumm Cleaners,https://www.amazon.com/Hoover-Cordless-Upright-Lightweight-BH53420PC/dp/B08749DHG1/ref=sr_1_67?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-67,,B08749DHG1,$159.99
92,Dyson Vaccumm Cleaners,https://www.amazon.com/Dyson-Origin-Upright-Vacuum-Cleaner/dp/B00EZWUXZQ/ref=sr_1_68?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-68,,B00EZWUXZQ,
93,Dyson Vaccumm Cleaners,https://www.amazon.com/BISSELL-2999-MultiClean-Allergen-Upright/dp/B08DZQWQLQ/ref=sr_1_69?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-69,,B08DZQWQLQ,$139.99
94,Dyson Vaccumm Cleaners,https://www.amazon.com/ORFELD-Cordless-Lithium-ion-Batteries-Japanese/dp/B08736YYC5/ref=sr_1_65?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-65,,B08736YYC5,$149.99
95,Dyson Vaccumm Cleaners,https://www.amazon.com/Dyson-Cinetic-Upright-Vacuum-Cleaner/dp/B016E98606/ref=sr_1_66?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-66,,B016E98606,$499.99
96,Dyson Vaccumm Cleaners,https://www.amazon.com/Tocmoc-Cordless-Vacuum-Cleaner-Lightweight/dp/B089365XFH/ref=sr_1_67?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-67,,B089365XFH,$149.99
97,Dyson Vaccumm Cleaners,https://www.amazon.com/APOSEN-Cordless-Cleaner-Brushless-Lightweight/dp/B08L7KXT88/ref=sr_1_68?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-68,,B08L7KXT88,$89.99
98,Dyson Vaccumm Cleaners,https://www.amazon.com/Charging-Compatible-Absolute-Motorhead-Lightweight/dp/B00GBG097Q/ref=sr_1_69?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-69,,B00GBG097Q,$16.99
99,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A00062911FZDH5IIJ9K78&url=%2FBISSELL-Cleanview-Upright-Bagless-Cleaner%2Fdp%2FB07F6MXJ9X%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762657%26sr%3D8-70-spons%26psc%3D1&qualifier=1614762657&id=3640496612536035&widgetName=sp_mtf,,B07F6MXJ9X,$129.99
100,Dyson Vaccumm Cleaners,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A10110982KOSO4FW73MF4&url=%2FGeeMo-Cordless-Charging-Lightweight-G130%2Fdp%2FB08GP6932V%2Fref%3Dsr_1_71_sspa%3Fdchild%3D1%26keywords%3Ddyson%2Bvacuum%2Bcleaner%26qid%3D1614762657%26sr%3D8-71-spons%26psc%3D1&qualifier=1614762657&id=3640496612536035&widgetName=sp_mtf,,B08GP6932V,$99.99
101,Dyson Vaccumm Cleaners,https://www.amazon.com/Cordless-whall-Brushless-Lightweight-Handheld/dp/B085MFXM3Q/ref=sr_1_72?dchild=1&keywords=dyson+vacuum+cleaner&qid=1614762657&sr=8-72,,B085MFXM3Q,$136.99
1,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A10253142T6X3P49Y3SW9&url=%2FCrystal-Deodorant-Stick-4-25oz-Pack%2Fdp%2FB001E0YEIY%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-1-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_atf,"Crystal Aluminium Free Mineral Deodorant Stick - 4.25 fl oz, Pack of 2 - Clear Unscented",B001E0YEIY,$13.12
2,pOWNEF,https://www.amazon.com/Kasa-Smart-Light-Switch-TP-Link/dp/B01EZV35QU/ref=sr_1_2?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-2,"Kasa Smart HS200 Light Switch by TP-Link, Single Pole, Needs Neutral Wire, 2.4Ghz Wi-Fi Light Switch Works with Alexa and Google Assistant, UL Certified, 1-Pack, White",B01EZV35QU,$14.99
3,pOWNEF,https://www.amazon.com/Marey-Power-Propane-Tankless-Heater/dp/B00886CZA6/ref=sr_1_3?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-3,"Marey GA10LP Power 10L 3.1 GPM Propane Gas Tankless Water Heater, Liquid, White",B00886CZA6,$229.99
4,pOWNEF,https://www.amazon.com/Ecosmart-ECO-36-Electric-Tankless/dp/B00M05IUE6/ref=sr_1_4?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-4,Ecosmart ECO 36 36kw 240V Electric Tankless Water Heater,B00M05IUE6,$578.75
5,pOWNEF,https://www.amazon.com/Rinnai-V65EP-Tankless-Heater-V65eP-Propane/dp/B0084CPEE8/ref=sr_1_5?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-5,Rinnai Outdoor Tankless Hot Water Heater / V65eP / Propane / 6.3 GPM,B0084CPEE8,$680.40
6,pOWNEF,https://www.amazon.com/Marey-ECO110-Self-Modulating-Small-White/dp/B008C3X0O0/ref=sr_1_6?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-6,"Marey ECO110 220V Self-Modulating 11 kW, Small, White",B008C3X0O0,$199.99
7,pOWNEF,https://www.amazon.com/Eccotemp-i12-LP-water-heater-Black/dp/B0157EJT28/ref=sr_1_7?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-7,"Eccotemp i12-LP water heater, 4 GPM, Black",B0157EJT28,
8,pOWNEF,https://www.amazon.com/Jackery-Portable-Power-Station-Generator/dp/B07D29QNMJ/ref=sr_1_8?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-8,"Jackery Portable Power Station Explorer 240, 240Wh Backup Lithium Battery, 110V/200W Pure Sine Wave AC Outlet, Solar Generator (Solar Panel Not Included) for Outdoors Camping Travel Hunting Emergency",B07D29QNMJ,$199.99
9,pOWNEF,https://www.amazon.com/Hanes-Ultimate-Heavyweight-Fleece-Sweatshirt/dp/B00JUMCTO4/ref=sr_1_9?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-9,Hanes Men's Ultimate Cotton Heavyweight Crewneck Sweatshirt,B00JUMCTO4,$14.99
10,pOWNEF,https://www.amazon.com/Projector-PVO-Portable-Cartoon-Interfaces/dp/B08B8DKYPS/ref=sr_1_10?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-10,"Mini Projector, PVO Portable Projector for Cartoon, Kids Gift, Outdoor Movie Projector, LED Pico Video Projector for Home Theater Movie Projector with HDMI USB TV AV Interfaces and Remote Control",B08B8DKYPS,$69.99
11,pOWNEF,https://www.amazon.com/Leisure-Upgraded-Portable-Projector-Compatible/dp/B078KF8CSX/ref=sr_1_11?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-11,"VANKYO LEISURE 3 Mini Projector, 1080P and 170'' Display Supported, Portable Movie Projector with 40,000 Hrs LED Lamp Life, Compatible with TV Stick, PS4, HDMI, VGA, TF, AV and USB",B078KF8CSX,$99.99
12,pOWNEF,https://www.amazon.com/DR-J-Upgraded-4Inch-Projector-Display/dp/B07174LM85/ref=sr_1_12?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-12,"DR. J Professional HI-04 Mini Projector Outdoor Movie Projector with 100Inch Projector Screen, 1080P Supported Compatible with TV Stick, Video Games, HDMI,USB,TF,VGA,AUX,AV [Latest Upgrade]",B07174LM85,$89.99
13,pOWNEF,https://www.amazon.com/Liquid-I-V-Multiplier-Electrolyte-Supplement/dp/B07HCNM7KQ/ref=sr_1_13?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-13,"Liquid I.V. Hydration Multiplier, Electrolyte Powder, Easy Open Packets, Supplement Drink Mix (Passion Fruit) (16)",B07HCNM7KQ,
14,pOWNEF,https://www.amazon.com/Energizer-Max-Alkaline-Batteries-Count/dp/B07HJ79MDT/ref=sr_1_14?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-14,"Energizer MAX D Batteries, Premium Alkaline D Cell Batteries (12 Battery Count)",B07HJ79MDT,$14.65
15,pOWNEF,https://www.amazon.com/Liquid-I-V-Multiplier-Electrolyte-Supplement/dp/B01IT9NLHW/ref=sr_1_15?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-15,"Liquid I.V. Hydration Multiplier, Electrolyte Powder, Easy Open Packets, Supplement Drink Mix (Lemon Lime, 16 Count)",B01IT9NLHW,
16,pOWNEF,https://www.amazon.com/Orgain-Organic-Protein-Powder-Chocolate/dp/B00J074W94/ref=sr_1_16?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-16,"Orgain Organic Plant Based Protein Powder, Creamy Chocolate Fudge - Vegan, Low Net Carbs, Non Dairy, Gluten Free, Lactose Free, No Sugar Added, Soy Free, Kosher, Non-GMO, 2.03 Pound",B00J074W94,
17,pOWNEF,https://www.amazon.com/Arm-Hammer-Super-Washing-Soda/dp/B0029XNTEU/ref=sr_1_17?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-17,"Arm & Hammer Super Washing Soda Detergent Booster & Household Cleaner, 55oz.",B0029XNTEU,
18,pOWNEF,https://www.amazon.com/Escolite-Flashlight-Ultraviolet-Blacklight-Detector/dp/B008133KB4/ref=sr_1_18?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-18,"Escolite UV Flashlight Black Light, 51 LED 395 nM Ultraviolet Blacklight Detector for Dog Urine, Pet Stains and Bed Bug",B008133KB4,$12.99
19,pOWNEF,https://www.amazon.com/Mini-Projector-Smartphone-Compatible-Entertainment/dp/B07QMRRHPY/ref=sr_1_19?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-19,"Mini Projector, Hompow High Brightness Movie Projector, Smartphone Portable Video Projector 1080P Supported and 176"" Display, Compatible with TV Stick/HDMI/VGA/USB/TV Box/Laptop/DVD/PS4 for Home",B07QMRRHPY,$79.99
20,pOWNEF,https://www.amazon.com/Downy-Unstopables-Wash-Booster-Packaging/dp/B07BHXTZVB/ref=sr_1_20?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-20,"Downy Unstopables In-Wash Scent Booster Beads, FRESH, 20.1 oz",B07BHXTZVB,
21,pOWNEF,https://www.amazon.com/Purina-Beneful-Healthy-Weight-Chicken/dp/B00YB0EXJ4/ref=sr_1_21?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-21,"Purina Beneful Healthy Weight With Farm-Raised Chicken, Healthy Weight Dry Dog Food - 6.3 lb. Bag",B00YB0EXJ4,
22,pOWNEF,https://www.amazon.com/12-Benefits-Instant-Healthy-Treatment/dp/B006VP8EBU/ref=sr_1_22?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-22,12 Benefits Instant Healthy Hair Treatment 6 Oz Set of 2,B006VP8EBU,$41.98
23,pOWNEF,https://www.amazon.com/CRAFTSMAN-CMCK700D2-V20-7-Tool-Combo/dp/B07KKH3TY5/ref=sr_1_23?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-23,"CRAFTSMAN V20 Cordless Drill Combo Kit, 7 Tool (CMCK700D2)",B07KKH3TY5,$300.51
24,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02333541RFOI5VIZGQGP&url=%2FOne-Living-Earth-Collagen-Facial%2Fdp%2FB089MYFN9D%2Fref%3Dsr_1_24_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-24-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_mtf,"One Living Earth Collagen Face Facial Mask for Women - Deep Cleansing with Triple Action Clay & Activated Charcoal - Pore Minimizer, Reduce Acne, Blackheads, Oily Skin, Wrinkles, Fine Lines (6 oz)",B089MYFN9D,$15.99
25,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A065697720P10ZHXVSM2D&url=%2FSHILLS-Charcoal-Purifying-Blackhead-Remover%2Fdp%2FB07WRNWML9%2Fref%3Dsr_1_25_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-25-spons%26psc%3D1%26smid%3DA2MTH8UNMIGJ7T&qualifier=1614762669&id=5629433099036904&widgetName=sp_mtf,"SHILLS Charcoal Mask for Men, Purifying Peel Off Mask, Black Mask Peel Off, Black Mask Deep Clean Pore, Blackhead Remover, 1 Bottle (1.69 fl. oz) and a Brush Set",B07WRNWML9,$13.39
26,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A08902803ET567XYBPE19&url=%2FHide-Drink-Adjustable-Essentials-Accessories%2Fdp%2FB083THXHQP%2Fref%3Dsr_1_26_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-26-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_mtf,"Hide & Drink, Leather Hanging Glasses Bag, Adjustable Strap, Travel Essentials, Everyday Accessories, Handmade Includes 101 Year Warranty :: Bourbon Brown",B083THXHQP,$20.99
27,pOWNEF,https://www.amazon.com/CINEMOOD-Portable-Theater-Favorites-Streams/dp/B079HJB9P8/ref=sr_1_27?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-27,"CINEMOOD Portable Movie Theater - Includes Educational Disney Content, Streams Netflix, Amazon Prime Videos and Youtube - Anytime, Anyplace",B079HJB9P8,$299.99
28,pOWNEF,https://www.amazon.com/Anker-PowerCore-Portable-10000mAh-Delivery/dp/B082WD5TY8/ref=sr_1_28?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-28,"Anker USB-C Portable Charger, 18W PowerCore Slim 10000 PD, 10000mAh Power Delivery Power Bank for iPhone 12/Mini/X/XR/XS Max, S10, Pixel 3/3XL, iPad Pro 2018, and More (Charger Not Included)",B082WD5TY8,$29.99
29,pOWNEF,https://www.amazon.com/Westinghouse-iGen160s-Portable-Generator-Included/dp/B0823BB4RV/ref=sr_1_29?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-29,"Westinghouse iGen160s Portable Power Station and Outdoor Solar Generator, 150 Peak Watts and 100 Rated Watts, 155Wh Lithium-ion Battery (Solar Panel Not Included)",B0823BB4RV,$128.83
30,pOWNEF,https://www.amazon.com/Ceramic-Drawers-Birthdays-Registry-Housewarming/dp/B078X12B3V/ref=sr_1_30?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-30,"Cheese Board 2 Ceramic Bowls 2 Serving Plates. Magnetic 4 Drawers Bamboo Charcuterie Cutlery Knife Set, 2 Server Forks, Wine Opener, Labels, Markers, Gift for Birthdays, Wedding Registry,Housewarming",B078X12B3V,$69.99
31,pOWNEF,https://www.amazon.com/AmazonBasics-6-Outlet-Surge-Protector-Power/dp/B07Q54SMY8/ref=sr_1_31?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-31,"Amazon Basics 6-Outlet Surge Protector Power Strip with 2 USB Ports - 500 Joule, Black, 2-Pack",B07Q54SMY8,
32,pOWNEF,https://www.amazon.com/Purina-Beneful-High-Protein-Prime/dp/B07RV74X6G/ref=sr_1_32?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-32,"Purina Beneful Prime with Farm-Raised Beef, Active High Protein Dry Dog Food - 26 lb. Bag",B07RV74X6G,
33,pOWNEF,https://www.amazon.com/Protector-Anker-Outlets-PowerPort-Extension/dp/B078YLFFXL/ref=sr_1_33?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-33,"Anker Power Strip Surge Protector, 12 Outlets & 3 USB Ports with Flat Plug, PowerPort Strip With 6ft Extension Cord, PowerIQ for iPhone XS/XS Max/XR/X, Galaxy, for Home, Office, and More (4000 Joules)",B078YLFFXL,$43.83
34,pOWNEF,https://www.amazon.com/Equate-Sugar-Free-Fiber-Powder-Servings/dp/B0087AY8H6/ref=sr_1_34?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-34,"Equate Sugar-Free Fiber Powder - 90 Servings, 12.3 oz (2 pack)",B0087AY8H6,
35,pOWNEF,https://www.amazon.com/Anker-Protector-PowerExtend-Extension-Protection/dp/B089SPWMW8/ref=sr_1_35?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-35,"Anker Power Strip Surge Protector (2 × 4000 Joules), PowerExtend Strip 12 Outlets with Flat Plug, 1875W Output, 6ft Extension Cord, Dual Surge Protection for Office, Home",B089SPWMW8,$33.13
36,pOWNEF,https://www.amazon.com/12-Benefits-Instant-Healthy-Treatment/dp/B00480JHWK/ref=sr_1_36?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-36,"12 Benefits Instant Healthy Hair Treatment for Unisex, 6 Ounce",B00480JHWK,
37,pOWNEF,https://www.amazon.com/Premium-Whiskey-Stones-Gift-Stainless-Steel/dp/B07NP2GFJ4/ref=sr_1_37?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-37,"Premium Whiskey Stones Gift Set for Men - 2 King-Sized Chilling Stainless-Steel Whiskey Balls - 2 XL Whiskey Glasses, Slate Stone Coasters, Freezer Pouch & Tongs - Luxury Set in Unique Pine Wood Box",B07NP2GFJ4,$44.97
38,pOWNEF,https://www.amazon.com/Dual-D-Tap-Charger-Compatible-Batteries/dp/B07JVRZLS1/ref=sr_1_38?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-38,New Dual D-Tap (P Tap) Travel Charger Compatible Sony V-Mount/V Lock and Anton Bauer Gold Mount Batteries with 2-Prong Power Cord,B07JVRZLS1,$39.99
39,pOWNEF,https://www.amazon.com/Owners-Weighted-Twistlock-Chrome-Centering/dp/B0015N6JB0/ref=sr_1_39?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-39,Owner's Weighted Twistlock Black Chrome Hook with Centering Pin,B0015N6JB0,$5.49
40,pOWNEF,https://www.amazon.com/PowerSmart-PS76400C-Cordless-Batteries-Charger/dp/B0851QZLTR/ref=sr_1_40?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-40,"PowerSmart Combo Kit, 20V MAX Cordless Drill/Saw Combo Kit, Cordless 1/4"" Impact Driver, Cordless Circular Saw, Reciprocating Saw, LED Flashlight, 4-Tool Included, PS76400C",B0851QZLTR,$149.99
41,pOWNEF,https://www.amazon.com/CINEMOOD-360-Interactive-360-DEGREE-Educational/dp/B07YGT2RVS/ref=sr_1_41?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-41,"CINEMOOD 360 - Smart wi-fi Cube Projector with Streaming Services, 360° Videos, Games, Kids Entertainment. 120 inch Picture, 5-Hour Video Playtime. Neat Portable Projector for Family Entertainment.",B07YGT2RVS,$499.95
42,pOWNEF,https://www.amazon.com/Owner-Stinger-66-Treble-Hook/dp/B003I3KGAA/ref=sr_1_42?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-42,"Owner American 5666-139 Stinger-66 Treble Hook, Size 3/0, Short Shank, 4X",B003I3KGAA,$18.24
43,pOWNEF,https://www.amazon.com/Owner-Stinger-36-Treble-Hook/dp/B0015NDRZG/ref=sr_1_43?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-43,Owner 5636 ST-36 Treble Super Needle Point Hook,B0015NDRZG,
44,pOWNEF,https://www.amazon.com/Benefit-BeneBalm-Hydrating-Tinted-Travel/dp/B01JKISVVW/ref=sr_1_44?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-44,Benefit BeneBalm Bene Balm Hydrating Tinted Lip Balm Mini Travel .05 ounce,B01JKISVVW,
45,pOWNEF,https://www.amazon.com/Festival-Colors-Rangoli-Quality-Packets/dp/B004APJUM0/ref=sr_1_45?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-45,"Festival Colors (Rangoli) Holi High Quality Colors, 50 Gram Packets (Pack of 10)",B004APJUM0,
46,pOWNEF,https://www.amazon.com/Kelloggs-Rice-Krispies-Treats-Variety/dp/B01HHVWWMI/ref=sr_1_46?dchild=1&keywords=pOWNEF&qid=1614762669&sr=8-46,"Kellogg's Rice Krispies Treats, Crispy Marshmallow Squares, Variety Pack, with Writable Wrappers, 12.4oz Box (16 Count)",B01HHVWWMI,
47,pOWNEF,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A05878932303VSE811SIU&url=%2FBounty-Quick-Size-Paper-Towels-Family%2Fdp%2FB079VP6DH6%2Fref%3Dsr_1_47_sspa%3Fdchild%3D1%26keywords%3DpOWNEF%26qid%3D1614762669%26sr%3D8-47-spons%26psc%3D1&qualifier=1614762669&id=5629433099036904&widgetName=sp_btf,"Bounty Quick-Size Paper Towels, White, 12 Family Rolls = 30 Regular Rolls (Packaging May Vary)",B079VP6DH6,$30.44
